place_id,review
ChIJj0DDDdVbbDQR46j4i62oAIE,""
ChIJN2ZU9eVabDQR_34Xh_UFy-8,"麵條很Q很有嚼勁，榨菜肉絲口味不錯但口味比較重，吃完會口渴餛飩湯4顆40元的價位，CP值對我來說偏低～但如果吃麵食類不失為一個選擇大家可以參考看看囉！（ps.麻醬還沒吃過，但味道超香）點了牛肉麵一乾一湯牛肉肥瘦適中很軟嫩不會有咬不斷的情形湯的部分溫順的湯底不會太油會讓人一喝再喝麵體是粗麵有嚼勁份量十足是一間會再回訪的店👍🏻缺點小菜乾絲太硬很難咬牛肉麵的肉處理得很不錯，但紅燒湯頭喝起來沒有特別之處，酸辣湯放入大量的菇類我很喜歡，双醬麵感覺是比較有特色的選擇，濃郁的麻醬香搭配上紹子肉醬，再加上一匙店家自製的辣椒醬，在炎炎夏日裡非常開胃好吃。麵Q湯濃，料實在。老闆娘也很親切哦！榨菜肉絲麵～我已經是常客了ㄏㄏ來一個最新消息9/13店休（五）*別撲空了唷～"
ChIJf89F9eVabDQRyGfgjR_1Eho,"民宿老闆娘推薦的在地餐廳定食主餐點了招牌中捲(微辣)$360和新推出的綠波中捲$380-味道是青醬口味很下飯小菜最喜歡天婦羅櫛瓜飲料加價換梅子醋消暑解渴套餐整份吃完很有飽足感超級好吃的中卷夏天吃超清爽（推推👍）白飯可以配好幾碗連甜點也超讚的（果凍也超級好吃）真的是沒話可說很認真推薦這家環境也很棒👍東西好吃，老闆娘很親切套餐小菜種類多，環境乾淨整體給人的感覺輕鬆和樂適合朋友情侶約會聊天也有大桌位置可以跟家人聚餐老闆娘很親切，東西超級好吃炒飯還一桌限點兩份，感覺超秋的。店員也感覺很秋，我是說態度(*╹▽╹*)。一進店，我們走到櫃檯。因為沒有看見桌上有菜單，所以我們至櫃檯詢問。我：請問有菜單嗎？店員：六號桌坐喔。以為他沒聽清楚我們要菜單，於是再問了一次。我：不好意思，請問有菜單嗎。店員：坐六號桌喔。然後貌似老闆的男子從廚房走出來，好像跟店員說了什麼。店員：就跟他們說坐六號桌了啊（抱怨口氣）。然後每次送菜我們都會有禮貌的說聲謝謝，他們連甩都不甩，屢試不爽（因為我們點蠻多樣菜XD後來我就觀察了一下，發現他們對其他客人也是這樣。我覺得這不關餐飲業，不關他們是店員我才這樣講。人與人之間禮貌很重要吧，道謝了連甩都不甩～？還有那個抱怨碎念口氣真的是讓人感覺非常差。"
ChIJa98k1uVabDQRfPbEpEqh2UM,"這真的是我在澎湖吃過最好吃的鹽酥雞沒開玩笑不會感覺很油或是很濕我肯定吃爆第二名應該就是七里香了🤤好吃下午打電話想要晚上取，得先去付錢才能訂購。每天晚上生意都很好，要排隊排比較久，但是東西好吃所以值得買過很多次每次都是3百元這樣買今天比較晚到想吃的都沒有了檯面上剩下少少的食材點了兩份黑輪片老闆說低消50喔不然不做有點傻眼….第一次聽過有低消的鹹酥雞店…..老闆娘很親切，老闆炸東西的技術非常好，每樣炸物都炸的恰到好處，尤其是雞皮、黑輪、三角骨、魷魚真的都非常美味，讓我常常忍不住嘴饞"
ChIJb2-h3-VabDQR4qu44KW2AtA,"老闆超級親切對貓貓也超級有愛心，店內的兩隻貓貓都是由浪浪收養的，因為貓貓本身的疾病老闆照顧這兩隻花了不少了醫療費用，藥還得跑到臺灣本島拿，僅管如此老闆還是不離不棄，兩年前來看的橘貓今年來還是一樣健康肥。餐點方面真的超級推薦炸豬排蛋包飯和蛤蜊湯，豬排炸的超剛好不會柴還保有肉的軟Q超入味，蛤蜊湯可以點來當開胃菜，湯頭非常的鮮甜，手壽司醋飯更是讓人想在加點，整體價格合理食物超好吃，來澎湖非常值得來吃一頓，比其他排隊店更值得一試。大推！！來更新一下菜單，價格實惠！還有可愛貓貓w點了外送平台的鮭魚炒飯跟豬排蛋包飯，味道真的很不錯，我兒子超愛👌缺失只有鮭魚炒飯有吃到兩口鹽巴沒散，小可惜了鮭魚炒飯、炒青菜、菜脯蛋、蛤蠣湯都還不錯。但蔥肉捲我覺得普普。出餐速度快，菜脯蛋吃到一半才想到拍照，金拍謝雖然沒有出現推薦美食但是我很推雞腿飯跟豆腐豬排價格便宜"
ChIJCT0EYO9abDQRbLhfi7fVMCE,"蛋餅雙蛋半熟，蔥油餅般現桿現煎，乾乾脆脆搭配半熟蛋，有點水潤口感不過度乾澀，豆漿不會很甜，搭配起來算是非常和諧！鐵皮屋下的早餐店，總是讓你意想不到的美味當道！古早味蛋餅，搭配半熟蛋，蛋餅皮Q彈，搭配半熟蛋還不錯，搭配特製辣椒，還可以試試看。煎包皮偏厚（$15）內餡普普店裡的甜辣醬不錯👍價格可以接受下次想試試蛋餅（看好多人都買蛋餅!😮煎包內餡吃起來偏甜老闆人很好蛋餅非常好吃意外經過的小店吃到非常的驚訝!!!!餅皮手工製作(偷喵到的)"
ChIJ5wUkku9abDQRdW-tYF4ta14,"排餐還不錯比之前的某五星級飯店出的。情人節牛排好吃太多了。價格實惠CP值很高的炸雞紅醬意大利麵👍份量十足，炸雞用無骨肉，多汁好吃，配上沾醬更顯美味。加100變套餐B有濃湯及飲料。ㄧ個人才花費310，環境清幽，個人超喜歡來這用餐。今天點了松阪豬加烤雞腿雙拼，老婆點了菲力牛排。前菜的蘑菇濃湯好好喝，麵包有奶油跟九層塔兩種醬，生菜沙拉還可以，烤雞柳條有點乾，飲料有點可惜，需要加強！但是，主菜真的是棒棒！超級棒！我很訝異我吃的東西為什麼是$1390的價位卻只有$390的感覺。我吃的肋眼牛雖然味道不錯，但表現非常平庸不突出，擺盤也在有跟沒有之間。附餐的濃湯跟沙拉表現出無比的廉價感，這是平價牛排館的菜色嗎？我點的不是$1390套餐嗎？為什麼我吃不到基本的誠意或是任何功夫、心意？裝潢也很普通阿，我是誰我到底在哪裡？來澎湖不是只有海鮮換個口味牛排西餐也是很好的啊！可惜炸雞有點柴口！"
ChIJhehaYO9abDQR4_uy16TdPyg,"這家的水煎包和蛋餅跟豆漿好吃超推薦的好吃"
ChIJvZI_L19bbDQRy5V-aPnbCrI,"用料實在、份量足，滷肉飯超級大碗，店內擺設與前手相同但更乾淨明亮，味道也讓人滿意，服務親切，阿姨還多送一顆滷蛋給孩子😍值得再訪！真心推薦～傳家麵食小菜👍👍海鮮麵疙瘩🦐～南瓜🎃麵疙瘩都超級好吃😋😋小菜也是無敵好吃😋😋🌟🌟平民價格就吃到星級料理🌟🌟舒適的店家，內用透心涼😁什錦米粉➡️大骨湯頭簡單香淳，灑上胡椒粉別有風味燙青菜好吃喔！冰箱裡各種小菜，豐富了選擇性是家可以好好的坐下來休憩用餐的好店吃到一半覺得太好吃了特地來給五星好評老闆娘很親切主食跟小菜都很好吃份量也很足夠是值得回訪多次的好店！同行夥伴兩人一起用餐環保餐具獨立包裝🍴環境整潔原本想要什錦/南瓜/豬肝都點但是怕吃不完最後我們點了什錦🦐麵跟南瓜🎃麵疙瘩一致認為南瓜麵疙瘩很對我們的口味🤤冰箱也有很多種小菜可以挑選有機會去澎湖的話還想再嘗試🧡"
ChIJkQ0ERD5bbDQRr37if2JozLI,"有看過評論才來試餐，評價滿兩極的，難以判斷，這次是中午電話訂餐，一份海陸雙拼咖喱飯。咖喱口感偏清淡，重口味的可以考慮，小朋友吃沒問題，外帶時咖喱醬是分開的，不會跟食材混在一起影響到口感，米心偏硬，不對自己的胃口，但裡頭的炸物是有水準的，有兩塊小炸雞肉，兩片炸魚，一個炸蝦，一個炸牡蠣，都外酥內嫩不乾柴。有配菜點綴，以現在健康飲食風潮，建議店家可多點蔬菜數量，成本應該不會提昇太多，但顧客滿意會增加不少，最后的味噌豆腐海帶湯也清爽好喝。整體來說給予好評，惟米飯不太滿意。簡單的店，不簡單的味道^^點了~海陸雙併丼飯➡️有炸的酥香的整尾炸蝦，炸魚，炸蚵仔，炸雞！淋上些微的醬汁吃起來酥香可口！配料是毛豆，干貝唇，玉子燒，吃到最後白飯上還有海苔香鬆，整碗吃起來不輸其他日式料理店👍炸雞烏龍麵➡️湯頭好喝！配料有溏心蛋，菜，海帶芽.主角炸雞一樣炸的好吃，酥香多汁，小孩吃了讚不絕口另外，還有點了一份燒烤松阪肉，一樣好吃！cp值高，是家吃了不錯的店^^，可以回訪^^日式天婦羅🍤是我的心頭好❤️超級好吃還有第一次吃到的水果馬鈴薯甜筒太驚艷了馬鈴薯跟脆皮甜筒整個很搭看我家的狗子虎視眈眈就知道有多好吃😂老闆跟老闆娘態度都很好很親切下次還要再訪❤️以100塊來講這樣的配料真的不推超貴湯頭也不太優整體不搭餐點：玉米豚骨拉麵配料：麵、幾片菜、一塊魚板、海帶芽、玉米、半顆溏心蛋個人不會在回訪。炸蝦咖哩，味道可以，咖哩是純日式的，奇妙的是這家的炸蝦是有蝦頭的😂"
ChIJOYa89eVabDQRuXod7jFeF7Q,"說真的他們的清燉牛肉麵是很好吃，湯也清甜回甘，但疫情需要顧客外帶，還不附餐具給我，還得自購免洗碗一個5元........成本2-3元的碗，你還要再賺....，好那些都不說了，正當我買清燉牛肉麵要吃之前，我還發現小強（附上照片自己看吧），哇咧...你要我吃還是不吃......翻白眼翻到背部去了.......無言！🌟麻醬涼麵麻醬的味道比較重，適合喜愛麻醬的人小黃瓜跟紅蘿蔔吃起來清脆不會因為久放而軟爛🌟清燉牛肉麵湯頭清香，牛肉肥嫩，味道跟口感都不錯但是麵跟牛肉的份量偏少一些請問我在喝湯還是喝水蛋花湯貢丸湯都這樣叫了水餃5~60顆皮都爛的破的還是在地的人跟我推薦的在地都這麼不挑嗎太誇張皮都破的沒破的一夾就爛.....咖哩雞飯是國中營養午餐嗎超乾淨的店家，找了好幾間澎湖在地的牛肉麵店選到這間王牌牛肉麵！這間真是超級優質，不僅環境乾淨，牛肉麵好吃，小菜也是高於水平，老闆娘情切熱誠，值得大推💪💪💪澎湖縣馬公市光復路178號建議點清燉比紅燒湯頭較鮮甜好喝（雖然價格也稍高但還算可接受）紅燒跟外面的喝起來不太一樣（沒有顏色那麼深，喝起來也沒有到重鹹）四色涼麵很適合炎炎夏日熱死人的澎湖，份量也算多，兩個三四年級的小姪女分食可以吃蠻飽～⚠️雞絲飯個人覺得非常雷（下半部加很多湯汁讓飯很濕，但雞絲本身很乾又沒味道），真心建議不要嘗試😳"
ChIJw45xCQxbbDQRz-TSf_30MzY,"回澎湖一個多月終於來吃了🤤❤️今天買的是黑胡椒肉蛋和鮮奶茶結帳的時候老闆還不忘提醒剛出爐要趕快吃果不其然真的是超級好吃！濃濃的黑胡椒醬加上滿滿的肉甚至有一顆全蛋有種吃排餐的即視感🤣燒餅外皮非常酥脆餅皮上的白芝麻增添了香氣鮮奶茶的甜度很剛好而且只要20元‼️謝謝老闆給我一個美好的早晨☀️（也感謝終於願意早起買早餐的自己）連續吃兩天第一次吃到這樣的燒餅很特別吃過起色熏雞蛋好吃比野菇更好吃如果裡面可以用半熟蛋一定更美味🤭澎湖必吃，相當驚人的燒餅，外皮酥脆內餡豐富，本次點了黑胡椒豬肉與起司燻雞，都相當滿意。民宿老闆提供早餐，彩蔬松露蛋燒餅好吃，不油膩，裡面有紅蘿蔔絲，木耳絲，蘿蔔糕跟調味過的蘿蔔，口感佳，外皮酥脆，不油膩，強推！來澎湖一定要吃的燒餅🥰不過要事先預定預留，8:30就賣光了👍🏻推推料多實在，餅皮香又Q，現場吃熱騰騰超讚！滿滿的雞肉一早就吃到好的蛋白質💪鮮奶茶不會很甜好喝"
ChIJW1zsce9abDQRf6IZ5coq88k,"你放假都在幹嗎！這是間裝潢相當居家型的牛排館，裝潢平凡，但餐可是不簡單喔!網路上有人戲稱卡門是澎湖的"西堤"。當然不像西堤那麼高檔，像是有店面的台灣夜市牛排。平日到了晚餐時間，生意就相當的好。售價部分，大約從170元至370元。附餐的屬於半自助式的吃到飽，像濃湯、餐包、飲料機和冰淇淋都是可以自行取用免費供應，網路上說吃不飽的還可以加麵，但當天去不知道有這種服務。圖一：雞排很明顯是雞腿去料理，而醬汁可以選擇蘑菇、黑胡椒和雙醬就是看自己是否能接受辣度，但個人比較不推雞排，因為雞肉有一種很生的味道，可是同桌友人吃起來覺得很一般，沒什麼特殊味道。圖二：菲力牛排跟圖三的牛排吃起來差不多，唯一的差別是價格及份量。圖四：餐包有分鹹的和甜的，外加店員會主動幫你烤好，很方便。結論：這家是可以來吃看看是否有符合你的胃，但說實話澎湖還有其它吃起來也不錯的牛排館。誤打誤撞的晚餐，本來不抱任何期待的；在闆娘親切的服務打開一連串的驚喜，沒想到澎湖也有好吃的牛排、花枝排果然沒讓澎湖丟臉；旅人們這是不會讓人失望用餐經驗喔。這樣子320，進去等了半個小時才上餐，太小塊了，幾口就吃完了，還有點咬不動，自己評估不錯，想吃排餐時的少數在地選擇。濃湯是真的西式濃湯，不是噁爛的台式勾芡湯。一開始會夾兩顆餐包一蒜一奶給你，之後自己夾，我總共吃了六顆。羊小排騷騷甜甜的，很喜翻。有飲料機。老闆娘人超好，會關心你有沒有吃飽。不夠都可以加麵，內用有飲料、冰淇淋、濃湯、麵包可以無限使用。大推花枝排(小管)，超大隻的，算是來澎湖特別比較特別的餐點👍"
ChIJI8oMlehabDQRUt0ii4ir1pc,"基本三顆星，好吃又便宜加一星，份量十足再加一星，目前沒吃到雷，是在地人的排隊老店！外帶人多，用餐時間，尤其晚上時段店門口滿滿的外帶等候者，非旺季，內用偶爾還是要等一下。肉燥飯屬北部口味，就是紅蔥頭和香料炒後燉製的傳統好味道，是會讓人一口接一口扒完的好吃肉燥飯。焢肉飯，大塊焢肉四四方方，卻是入口即化，稍微沒注意整盤就要吃光光了。魷魚羹麵，羹湯鮮甜，黑醋和九層塔提味，魷魚Q彈份量多，還能吃到油麵的香氣和口感。麻醬麵，香濃麻醬，再以些微的榨菜點綴，鹹香滑順，解饞啊！大推！超級好吃！！！魷魚焿好吃！滷味也很夠味在地人推薦我們的店價格合理不貴而且老闆娘人很好～推爆！口味不錯，目前疫情期間無開放內用控肉飯配菜有點油，份量ok滷味還不錯，不會太鹹，但海帶裡有沙子，需注意清洗乾淨好吃又便宜的地方餐點"
ChIJh6hTnO9abDQRuiKTBCy47Z0,"價格味道OK所以就給了4星啦這邊適合大群朋友來喔平分的話價格還蠻便宜的而且適合聚聚喝酒聊天雖然內用位置有點擠，但還算舒適，湯頭不錯不錯吃，就是空氣有點不通風。狗尾草燉黑骨雞，薑母鴨，鹽酥鴨……都是老闆的絕活……澎湖地區很難得吃到的好料理……用薑烹炒鴨肉，原汁原味，湯頭好，消費平價~"
ChIJZU7sJiRbbDQR6ns6US0hX7g,"整體上都還不錯，尤其推薦香蔥伴麵，真的很香很好吃，伴麵比飯好吃。擔仔麵系列個人覺得尚可，可能吃起來太油。滷菜很推薦，搭配辣油和蒜泥很夠味。大致上豬肉類食物都沒特別怪味，處理料理的很好。下午沒休息，在外面玩到沒時間注意吃飯的時候，下午可以挑這間，基本上不會踩雷。另外，朋友也點了大腸麵線，竟然相當好吃，麵線很香滑口感很好，裡面料也很豐富。這家算是很家常的麵館，牆上及內部擺飾都古色古香相當有趣，有懷舊廚櫃及唱片機放黑膠唱片。價格還算可以接受。👉🏻擔仔麵$65/小碗湯頭濃郁帶胡椒粉香，有韭菜、香菜、豆芽、油蔥酥等等香料超級讚的👍🏻內有一隻蝦*1跟肉片，麵不是油麵Q不爛👍🏻加購$40花枝丸跟炸的花枝丸一樣味道👉🏻滷味滷蛋、嘴邊肉都好入味嘴邊肉帶著淡淡藥材香直接吃不沾醬也好讚❤️👉🏻香蔥拌麵$65/小碗滿滿豬絞肉跟蔥花，濃郁豬油香只是$65稍微貴了點但女生可以吃的很飽👉🏻環境：內用9桌、舒適乾淨👉🏻服務：老闆娘親切👍🏻送餐快香蔥拌麵的麵條夠Q～這個必推滷味的甜不辣跟牛腱肉都有滷入味蒜蓉醬沒在跟你客氣的，讓你加爆擔仔湯麵也不錯～價格稍高一些但以離島物價是能接受的，環境乾淨基本上這間無雷～推推啦👍澎湖『曾記滿福堂擔仔麵』擔仔麵（大）$75冬瓜仙草茶$90總合拼盤$160是一間下午沒休息的小吃店老闆娘說一定要加花枝漿私心推薦香辣的辣椒醬拌下去-#台北美食#美食#台灣美食#台灣#Taiwan#Taipei#taipeifoodie#foodlover#foodie#food#foodporn#foodstagram#eater#eatclean#相機食先#shotoniphone#instagood#instafood#yummy#photooftheday#happy#吃貨#小食撩瞭老闆家的擔仔麵湯頭好，也可依自己的喜好增加蒜泥，現在有可以加購花枝漿，裡面的花技超多又Q彈。香蔥拌麵也很讚，蔥花足，麵條Q。他們家的滷味也都好吃。菜頭排骨湯也好喝，我跟老闆要求2次加湯，太好喝了，自己都不好意思了。🤣🤣🤣🥰"
ChIJ6cTvtBxbbDQRAUZkhCq8-b8,"本來想給三顆星，但是看了業主回覆，覺得他們也不care幾顆星，so..本來看了恩熙俊的影片有點期待，但可能有期待後就容易失望。整體氣氛很熱鬧，服務生也很年輕有活力。門口帶位的似乎無法決定事情，問什麼都回覆要問裡面的一下。因爲有先訂位，順利入坐後等了一會也沒有介紹酒單，應該是太忙忘了，不過因為看了影片就點一個濃的一個淡的。點餐則是客人自己用紙筆寫…濃的喝起來不錯，淡的風茹茶也行，不過比較之下，喝起來覺得CP值不高，那個價格在東區可以喝到更好喝的調酒。下次再去澎湖的話會去別間試試。影片連結🔗：請至youtube搜尋恩熙俊：“來去澎湖跑Bar，BarHopperVol.6”調酒結合當地特色🍹環境氛圍讓人放鬆！搖一次吧台前的鈴鐺🔔請在場每人1杯shot👍野格純飲澎爾地夫🌵仙人掌汁口味，以龍舌蘭為基底酒韻味明顯，喜歡龍舌蘭的夥伴可以試試茹痴茹夢🍵風茹茶搭配琴酒的氣泡飲GinSoda的概念，清爽適合當第一杯成為戀人的預感💓坦白說我只喝了一口印象是妹酒甜甜的🤣口味真的不記得哈哈🍹SUNLA-很海島風，有戶外和屋簷、吧台的座位，氛圍很好也有提供結合在地食材的酒品。建議先使用線上預約系統訂位，尤其是假日和花火節，一位難求。人數多可以餐酒共享，人數少純飲也沒問題。態度親切，環境舒適。低消$300/位/2hrs（圖中附風味調酒酒單）🍷澎爾地夫$350Tequlia/TripleSec/FreshPenghuCactusPuree/Lime龍舌龍+澎湖仙人掌，這杯的酒感比較重一些，喜歡微醺或是當地食材入酒的不要錯過哦。（冰沙口感）🍹茹痴茹夢$350Gin/Home-MadeFongRuSyrup/Lime/Soda使用澎湖養生風茹+琴酒與蘇打，這杯酒感超級輕，是咩酒等級，很好喝，不勝酒力的朋友們可以選擇。整體來說推薦給來澎湖放鬆遊玩的旅客們，下次來澎湖也會想再訪。酒吧的環境營造的蠻有氣氛的很像在海島國家的感覺🏝每位低消400元不收服務費店員服務態度很好✔️魚的孩子是一道魚卵吃到飽的料理🤣🤣旁邊有美乃滋可以搭配，如果喜歡吃魚卵的人可以嘗試看看，會不自覺的一口接一口，如果有胡椒鹽可以沾感覺會更喜歡✔️溺水的淹蜆仔很適合點來當下酒菜，有點微辣會不自覺一直吃，裡面還會吃到小碎冰剛好很消暑，醃鮮仔雖然是生食但食材新鮮沒有臭味個人很喜歡✔️痛風牡蠣肉燥飯當天去的時候牡蠣已經售完，所以只有吃到肉燥飯，但也不會因此不好吃肉燥飯的鹹度剛好真的會一直吃停不下來，份量不少食量小的人可以兩人分一碗～～人氣很高頗有氣氛的酒吧～我們的位置剛好是在入門的一桌，頗暗。必須自行打燈才看得到點的食物和酒！很推水餃、山豬肉、蚵仔滷肉飯！酒水的話，這裡酒偏淡～真的比較適合吃晚餐小酌的第一站！吃飽喝一點點可以再去其他店barsurfing"
ChIJfYyqojxbbDQRGGxepd_BnfY,"吃得出來口味是蠻讚的，辣椒醬很好吃（要跟老闆註明要會辣的，不然就是甜辣醬那種）可惜點是小籠包都預蒸好放在保溫箱裡，吃得時候涼涼的了，如果是現蒸從蒸籠裡拿出來的一定很好吃，可惜了，真的可惜了…..小籠包還是要現蒸ㄚ，不然汁走被吸走了，可惜ㄚ！喔對了別加醬油，醬油很甜。皮薄餡又鮮甜，在地老牌，還不吃爆！澎湖鼎泰豐不是浪得虛名，真香湯包有點...不好吃，內用是用免洗餐具和紙盒，玉米濃湯50元但像一般早餐店的那種味道，然後很小一碗.....價格中上以這價位來說是我吃過最難吃的湯包"
ChIJzWGam-ZabDQR_LbmT2NMwQc,""
ChIJd3-z9-VabDQRImAekPTp4XE,"常常點三杯炒麵吃，因為太好吃了，但今天的九層塔不太OK，梗不應該也入菜的，因為太硬了，以往吃記得是沒有梗的，希望能改進。上班族學生都會購買，餐點美味，店內座位有限，建議先打電話預訂再取餐。早餐很好吃，但是裡面有個高中生行為舉止很討人厭，希望工作人員可以多多關照他雞塊是檸檬雞塊奶茶也相當不錯當天早上來吃就看到不少當地人已經在裡面買員工數約4~5位態度都不錯很喜歡吃這間，吐司烤的剛好，菜的部分給的很大方，早上吃這樣都變得健康了呢"
ChIJYVRTJhVbbDQR7tGzlovPn_A,"好吃！"
ChIJ_zH7ce9abDQR_ntRMZKLmew,"軟骨麵很好吃蕃茄口味層次又更多些，麵量很多肉也給了不少塊，不過外帶的湯碗一個五塊對現在疫情大部分都外帶的人覺得貴貴的，建議有打算拜訪的觀光客們可以自備個環保碗不製造垃圾也更省錢雖然一碗130元，但麵跟肉的份量還算足，番茄湯頭很好喝，有粗麵、細麵可以選擇店內有一隻可愛的貴賓犬會乖乖的坐在旁邊盯著客人等食物湯頭是特殊中藥味有點看人口味但麵條份量很夠燙地瓜葉會加很多蒜泥不喜歡的要記得先講每次來澎湖必吃店家！（店狗很乖很可愛♥️）蔥燒軟骨肉好吃又入味，搭配粗麵條，可謂一絕！韭菜水餃也讚讚👍蔥燒軟骨麵口味滿清爽的，麵非常多，可以吃很飽。"
ChIJyT33PyBbbDQR1mSkHxY3eqM,"戀戀海味澎湖故事菜今天來到小步廚房這是澎湖的屁護工場提供身心障礙者很多工作的機會總共5位身心障礙者在這裡笑容滿面的服務而且是一個減塑的餐廳真是一個充滿愛的店家小花本人真心大推，能夠支持他們有這樣子的工作機會，如果你喜歡他們的餐，也可以跟他們訂購便當，他們也提供鐵製餐盒，也可以自備餐盒，還有便當預定的各種服務，現場地座位也非常的多，適合團體一起來用餐，只是我要特別叮嚀一下，因為有外場的服務人員也是身心障礙者，所以如果他們有一些小小的犯錯，大家要用笑容回應他們，不要給他們開大壓力喔！＃旅行新花樣＃11月27號起每週三每週四晚上9點＃MOD愛爾達綜合台頻道300來澎湖工作，不知道哪裡有賣高蛋白多蔬菜的健身餐盒，地圖亂找意外發現的店，整份套餐不到200元，調味輕盈，主餐的肉確實做的用心又美味，如果不趕時間可以坐下來好好吃頓飯，服務人員都非常親切有禮，實實在在的好店簡餐、乾淨，服務也好。今天的湯雖然煮失敗了，但是不影響主食的美味，2020年五月開始星期二到星期六中午可以現場用餐。也有便當可外帶，可以預約環境舒適整面落地窗在餐廳內用餐很舒服餐點好吃小管麵是兩整隻小管呢好吃！老闆超有誠意鯖魚飯也好吃！非常推薦！CP值很高非常感謝老闆在疫情期間，提供三總澎湖分院員工便當，自己的生意都受到影響了，還願意送愛心。昨日聽到同事說這間屬於庇護工場，深深更覺得感動，老闆無時無刻都在做愛心!"
ChIJZcYQce9abDQRCJjWVmBxCpY,"卡拉雞總匯三明治，好吃又管飽一顆心都不想給。餐品質爛！櫃檯胖胖的阿姨需要回學校重修禮貌，聽不清楚價錢可以好好說，原來妳父母都教妳用吼的是嗎？生意好要開心不是在那邊不耐煩，那妳可以回家當米蟲繼續增胖，澎湖人是這樣的素質我也是笑了😮‍💨（老鼠屎）蠻好吃的～冷氣很涼通風不錯，吃完後身上不會帶著油煙味"
ChIJebPzbUNbbDQRGAnHLpkLMAE,"今日用餐各點了日式豬排丼飯、力士肉多多拉麵、炭燒雞排豚骨拉麵、酥炸豆腐來享用。用餐下來，推薦它的日式豬排丼飯及酥炸豆腐！豬排部分，炸得酥脆口味適中蠻好吃的。豆腐部分，外皮酥脆，內口感滑順軟嫩搭配著蒜蓉醬。(*在此小提醒*酥炸豆腐食用時要小心避免燙口～)上述兩者都可以點來嚐嚐看～接論拉麵部份，論湯頭属豚骨湯頭但口味偏淡。加麵的部分，麵嚐起來偏硬偏乾且不易散開。希望下次麵的軟硬度能夠在加強拿捏一下，此兩點尚有進步空間可改進一下…整體用餐下來，蠻推薦可以來用餐看看，用餐環境及服務態度、品質都不錯，用餐價格便宜且經濟實惠，在此提及一下，平日有提供免費加麵之服務！對及食量大者不怕麵太少，只怕你吃太撐，是值得來造訪品嚐看看～每個餐點的份量都超大，價格也超便宜，味道也不錯👍拉麵湯頭蠻好的辣味的也很好吃甜不辣是這間店裡我最愛的料理味道很香很酥脆平價好吃的拉麵店，特色是可以免費續麵，生意很好，沒有接受訂位，要到現場排。麵條的口感很有嚼勁，口味選擇也很多，湯頭的調味比較偏台式，在澎湖其他拉麵店或日本料理店比較少吃得到沾麵，看到有這個品項蠻開心的～拉麵不錯吃，價錢算合理，平日還可以續麵."
ChIJDdsCyO9abDQR_M-snA-qhts,"今天點了這二樣早餐但看隔壁的人在早餐店點湯麵看起來也太好吃了下次再來🌟鮪魚蛋餅裡面的鮪魚不是傳統早餐店直接加鮪魚罐頭有利用美乃滋、玉米等加工口味蠻見仁見智的份量算大🌟鐵板油麵（義大利）味道偏甜，有加肉絲進去跟傳統早餐店的鐵板麵差異不大🌟柳橙汁就是一般的柳橙汁每次都點鍋燒雞絲麵➕熱狗鍋燒麵料很足口味很對我的胃🤤不過近期漲價了！吃的頻率沒這麼高了🥲（鐵板油麵也不錯三杯口味👍「經典招牌堡（加蛋）」和「鮪魚蛋餅」很好吃ㄟ！出餐速度也很快喔！雖然價格漲價了，依然好吃"
ChIJzdsuPL5bbDQRIAxOSvwLpO0,"不管是蒸的，還是炸的。一次到位，一次滿足。第一次來點了三顆蒸的，兩顆炸的，搭配絕配四神湯。那雙重醬料和複合口感令人感到驚艷，好吃！推！！！蒸的肉圓與炸的肉圓都很好吃，兩者口感與沾醬都不一樣，值得一試，喜歡肉圓的朋友千萬不要錯過了(*´ч`*)《意外下的小品》肉圓不管是蒸的還是炸的，都讓人記憶深刻，軟Q滑順的外皮，以及調味清爽，讓醬汁成為主節奏的肉餡。讓人記憶難忘。PS照片很醜，不好意思。很好吃的炸肉圓，是炸的脆脆的口感，皮很Q內餡的肉也給的很實在，滿足的一餐😊肉圓蒸的、炸的都很好吃，四神湯也很讚，老闆娘很親切，工讀生又認真，很棒👍"
